75,79,6088208
97,98,888333
861,868,20999084
6077,6083,14073375
98271,98274,226569917
113683,113688,190119750
50,50,1646208
831,838,29794291
1951,1953,4931916
32147,32148,33504042
31262,31267,52995083
873122,873122,204125584
53,53,1590875
357,359,8971791
4135,4137,20595458
20402,20403,25637417
565428,565435,5447694000
805290,805292,3562316792
647424,647431,7167143375
858804,858807,7098125000
315226,315226,93059542
789834,789838,8693019917
786249,786252,4364301292
997379,997384,12251950042
672558,672560,1724565833
137626,137633,296099125
16,17,2506750
545,549,44920792
6392,6392,11554166
7316,7319,31588500
69,76,25556042
928,934,23569333
7280,7283,48637208
39202,39203,151660166
676681,676687,7893375250
198560,198567,2135242958
560537,560543,4101540583
321627,321629,1387479291
541261,541264,2755819500
588636,588636,1174309833
593074,593081,6025441792
500643,500644,1523439000
675281,675281,1269167292
926829,926835,9172874625
809610,809615,4470577041
412686,412692,3107882000
25,29,6456250
816,816,26907166
64,65,5696083
809,815,33703583
57,60,6412917
294,300,37689250
58,65,13395458
77,79,11721292
99,104,12481333
565,568,22807084
30,32,4719208
655,655,17426417
49,50,5196666
663,663,25021583
61,65,9630458
515,520,25852125
2244,2248,45007292
3642,3645,15805209
587338,587342,4317723208
93,97,10473500
235,235,6266583
4387,4389,38819625
3822,3826,25928666
898285,898284,837745000
73,72,3440875
54,57,7697042
1903,1905,34561125
72857,72860,297252500
356018,356017,328007416
970776,970777,3068241292
869020,869020,1368221542
199587,199590,602894875
446214,446215,1200498875
108384,108387,313611125
55,56,5984042
62,65,7832167
900,903,35469291
6215,6219,48374292
77741,77742,225685875
85028,85030,213845791
597280,597283,3148336292
193207,193206,121250500
47,51,6235667
699,704,35478167
8415,8418,39090292
21669,21671,62020166
544005,544010,5453852084
133360,133366,640954625
272929,272930,1048801125
618991,618992,2311665375
757128,757133,10579836792
115422,115422,108106708
101998,102002,284370500
780158,780160,3135372291
887439,887441,4664705084
329369,329375,1704107833
862305,862310,7220163667
443432,443434,1333698959
753392,753391,650174583
343862,343864,1099682958
652965,652967,3310666000
859643,859647,9608460417
420034,420034,612223041
339778,339779,1010336833
111582,111582,124790292
92561,92564,282737333
20841,20840,5247334
825087,825091,6064615917
951318,951321,5996541125
957243,957248,10645221625
991750,991754,11444959667
133168,133169,259836416
787274,787274,1909878042
410706,410706,757864750
982564,982570,18115054250
519320,519324,3283968375
208763,208766,1028112917
387168,387170,2322447625
311216,311217,854380792
893615,893614,673439375
348518,348524,2607976125
935135,935137,4630673791
10220,10224,16925584
361406,361411,2435112375
3012,3014,5260334
777903,777903,2088260959
694172,694178,8632178959
77370,77370,81459583
120096,120101,458732500
413119,413123,2000429459
360540,360539,177781041
582467,582466,394236291
671855,671859,4192949125
161571,161570,65289166
905358,905360,5545027416
946866,946869,7166106708
73648,73651,216799166
316772,316778,2636316500
672506,672511,8591223334
548638,548639,2054785208
648620,648621,1964437375
191414,191414,129667625
838705,838707,7668050584
486928,486930,2800898292
523105,523104,280891917
346903,346906,1380307000
978304,978306,8946436250
942886,942887,2803077125
20757,20760,79847334
946644,946646,7144681792
746762,746761,813553625
946105,946108,7718022209
32972,32974,54095834
654737,654740,3611344791
838722,838721,596646833
506497,506503,4332883625
568148,568154,5602267542
797242,797243,2081496917
632768,632773,4696875459
832969,832968,640343292
762961,762964,4349312084
562390,562395,4226024334
403885,403887,1586815167
588898,588903,5022188708
774123,774122,673778042
137189,137190,261755667
640823,640828,5094665459
317796,317799,1297016750
97170,97170,112872375
300270,300270,631833000
907259,907263,6970752208
750775,750780,5710989250
860438,860439,3433383459
747571,747572,2983703250
522038,522038,1125271042
573333,573339,6593417667
140873,140875,340369625
942764,942770,10580834958
89938,89941,354352458
255981,255984,1604784000
982162,982165,5392565250
858118,858117,655486292
656426,656425,474456792
241499,241498,154227792
667898,667899,2423443333
423752,423758,3010985125
157141,157147,886970125
951484,951488,9604112334
434355,434361,3592282584
754460,754461,2557460125
166244,166247,568023583
775232,775231,850899083
588553,588555,1535111291
158615,158615,193624416
84074,84074,79554083
563995,563995,793249417
279235,279239,1524245375
709359,709361,2937958625
241347,241346,97923625
864926,864929,9229449958
348134,348134,447513750
760590,760590,1826805709
218807,218813,1871841708
214668,214670,701222500
357876,357875,176104208
206349,206350,541303166
154770,154771,582640667
976385,976384,810500291
983281,983285,10016108750
452101,452103,1699772834
587801,587805,3691385958
700217,700218,2624791000
720829,720829,1835186458
552908,552908,1021057584
141183,141184,369980834
259793,259794,600782375
269429,269428,170968250
29965,29968,51057334
450155,450155,605610625
42426,42425,14283584
460658,460661,3090453792
12018,12017,2456083
678669,678674,5165802417
555582,555583,1587805916
214432,214434,725716208
568734,568736,3065715333
458662,458661,213190583
659332,659336,5267955917
378438,378441,1451015083
5483,5483,5960708
330026,330026,483213875
189605,189604,77649333
926837,926839,5927393000
126091,126095,327018834
238239,238240,648916708
85965,85970,249185916
440132,440138,4815672500
742508,742513,7216004042
573259,573259,1338090416
768132,768133,2998641459
106569,106572,301914458
860906,860912,9911933583
64140,64142,212970250
958090,958089,702881084
701190,701193,4266072250
563577,563578,2119588333
839127,839132,8554226792
640686,640685,346018959
289603,289602,128340708
526567,526570,3271297334
556513,556513,1089478250
84048,84054,359340417
678535,678537,2970831000
568631,568635,4227324000
835018,835024,12095012791
473593,473598,4261965292
109852,109857,389661584
678237,678241,4019411458
496227,496230,2460207292
540362,540362,1104652709
441100,441105,3651576291
453366,453366,764298708
166417,166421,638955667
209929,209928,93705833
752328,752331,4084805125
571537,571538,1880935542
103445,103448,397313625
726353,726359,7562736042
49014,49018,143485417
541686,541690,3479708792
220086,220088,650118209
376996,377000,2084987167
51727,51731,152288083
267687,267687,454735542
672703,672704,2986288042
233535,233539,1093129459
485640,485646,5137191167
757988,757990,4200285583
375517,375523,3171486417
916791,916796,7040622583
52019,52020,66645875
932254,932255,4021381334
206307,206310,748088208
467521,467526,3928498334
902104,902106,5710277542
845630,845635,7480772917
981646,981647,2946097541
588664,588665,2408903125
666158,666160,3844231667
641633,641639,4988516708
490793,490798,3460532542
930085,930088,5768760000
837854,837857,5659063208
147584,147590,733081500
34942,34948,98868958
955973,955974,3199906833
110123,110124,187712625
654909,654909,867829250
953598,953598,3265402292
996539,996543,11026858959
441770,441771,1083209333
64735,64736,126258292
843984,843987,5630934209
152185,152184,62060125
944317,944319,4264546500
270285,270290,1792188375
10212,10216,14218084
217117,217117,365324375
436924,436930,2881575584
962577,962579,5245130167
600592,600593,2683020209
889915,889920,10932299292
331130,331130,522004042
21462,21466,195840250
990313,990314,4843995875
654175,654178,4347601625
800911,800910,612308167
176385,176391,1263874208
945039,945042,4586536875
90487,90488,149773000
641312,641318,5228399250
202309,202315,880333834
663191,663196,4974601083
705547,705547,960187958
724182,724181,532523750
79615,79619,296523583
862928,862930,3745153250
277429,277430,574322292
280128,280129,564903250
696940,696945,6972345583
342349,342350,847670166
707605,707606,2304766667
389172,389171,193048750
280489,280495,2020785333
335220,335225,2036990208
511973,511973,810329792
683231,683233,2534651667
168595,168600,793052583
221406,221410,701062625
823704,823709,11141052541
28414,28417,39007208
300796,300801,2248435625
881371,881374,6334566500
150776,150777,283525584
868279,868281,5230848750
672320,672325,6103014625
218924,218926,567714750
524158,524159,1570876791
392247,392246,153143250
121360,121361,156168708
886410,886412,5125249334
39072,39078,93952166
47171,47171,33720459
572123,572126,4496570375
647533,647533,1371914416
335989,335993,1767747458
720660,720665,10322115292
537144,537145,1659898375
661150,661155,4790530208
582638,582642,3714140709
667695,667697,3426937791
933179,933180,2669229708
195797,195803,914300250
77642,77643,126379500
710122,710125,4601433625
713890,713895,5830529333
107614,107616,326714167
194529,194534,666629209
565084,565088,4532815666
743911,743915,6146704833
784407,784411,7280314750
751758,751758,2226358208
951108,951107,752577125
238966,238967,728225625
385629,385628,264950291
927890,927895,11124814625
267719,267724,1290648125
523241,523246,4710297500
263765,263766,659812583
631994,631994,1458106500
670369,670369,1066464958
209694,209700,1372487708
293011,293010,133446125
949245,949251,17606073375
70045,70051,310683750
793613,793613,2890970458
199405,199410,1034364917
983224,983223,1155497416
304855,304857,1496113500
425788,425794,4723016333
68701,68703,137363375
311147,311149,1420897000
505971,505973,1514702791
822244,822249,7022275916
673010,673016,8732441792
5857,5857,4591208
38052,38051,17266584
121799,121805,583196791
5321,5327,12505708
907463,907463,2302949167
998006,998012,12515442709
884116,884120,7257900208
468257,468260,3340394292
924497,924501,8914627458
814155,814158,4814260750
227632,227632,248297334
52780,52785,178357667
288829,288828,119335750
405959,405965,4151547041
876301,876302,3561581208
777868,777872,5409641958
927750,927755,9714508875
695180,695179,585903084
145608,145609,343349292
755494,755499,8346088541
393888,393892,3081790416
357258,357261,2761129167
385877,385879,1765788250
211417,211416,78531333
630983,630984,2352525208
259703,259709,2853959250
969322,969322,2966386375
44573,44578,195428917
735432,735436,5741972250
836135,836139,6557292583
256927,256927,330806083
800309,800310,3441816417
863572,863578,12339593375
559551,559550,316547125
194311,194312,364997375
898550,898555,12834893125
424038,424037,196943250
498577,498580,2867177458
870725,870731,10183651833
422843,422844,1243402708
828054,828056,4242598875
761568,761574,8129859000
371637,371643,3889445250
442584,442585,1787566708
838055,838061,10025527708
202480,202485,1191777625
461941,461942,1363302708
955877,955879,4600558917
876299,876304,7832241333
952034,952039,13591904833
21482,21485,47541459
875941,875942,3474129917
355273,355274,702435583
731001,731007,6196614541
731063,731062,516256834
964829,964832,5260617125
431201,431204,1977953667
918685,918685,2777937750
410387,410388,1763590166
208518,208517,118529458
561028,561034,5168905292
823488,823488,1499285875
630034,630038,5666654083
1978,1980,3769542
591073,591079,4848524667
